mean_base_quality	ref_start_1based	mapq	has_sa	sa_count	num_segments	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc
-1.0	-5.341492279599405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-5.302948777566979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3475669099756687	-0.37216997108094657	0.0	0.0
-1.0	-5.302948777566979	-22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9867396593673962	-1.1165620196441126	0.0	0.0
-1.0	-5.265757961738734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.31024330900243186	-0.37216997108094657	0.0	0.0
-1.0	-5.2298280972752975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.995732273553991	0.983974444213354	56.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-5.2298280972752975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6662043795620431	-0.7443659953625296	0.0	0.0
-1.0	-5.178118842120054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6805839416058389	-0.7443659953625296	1.0	1.0
-1.0	-5.178118842120054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6805839416058389	-0.7443659953625296	1.0	1.0
-1.0	-5.161428268874318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014257907542578468	0.0	0.0	0.0
-1.0	-5.1449964746549215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-5.112877971339768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0233090024330878	-1.1165620196441126	0.0	0.0
-1.0	-5.097176506422569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6391484184914835	-0.7443659953625296	0.0	0.0
-1.0	-5.097176506422569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6805839416058389	-0.7443659953625296	0.0	0.0
-1.0	-5.0817042681737465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3378588807785875	-0.37216997108094657	1.0	1.0
-1.0	-5.0817042681737465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6805839416058389	-0.7443659953625296	0.0	0.0
-1.0	-5.0817042681737465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0233090024330878	-1.1165620196441126	1.0	1.0
-1.0	-5.051421365225837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6951581508515814	-0.7443659953625296	0.0	0.0
-1.0	-5.051421365225837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0233090024330878	-1.1165620196441126	0.0	0.0
-1.0	-5.036598333427393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.0	-4.993333979504265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0233090024330878	-1.1165620196441126	1.0	1.0
-1.0	-4.993333979504265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0427493917274941	-1.1165620196441126	1.0	1.0
-1.0	-4.97929629749878	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6951581508515814	-0.7443659953625296	0.0	0.0
-1.0	-4.97929629749878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	0.0	0.0
-1.0	-4.965442119865168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3475669099756687	-0.37216997108094657	0.0	0.0
-1.0	-4.951766710807016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6805839416058389	-0.7443659953625296	0.0	0.0
-1.0	-4.924934151103286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009659367396593198	0.0	0.0	0.0
-1.0	-4.911768397980467	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6951581508515814	-0.7443659953625296	1.0	1.0
-1.0	-4.911768397980467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0233090024330878	-1.1165620196441126	1.0	1.0
-1.0	-4.8859176164822875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3420437956204354	-1.4887580439256927	0.0	0.0
-1.0	-4.80010421565636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3475669099756687	-0.37216997108094657	0.0	0.0
-1.0	-4.7883932733276655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.31024330900243186	-0.37216997108094657	1.0	1.0
-1.0	-4.765352594223785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3378588807785875	-0.37216997108094657	2.0	0.5
-1.0	-4.70985145846869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009537712895378558	0.0	0.0	0.0
-1.0	-4.677894379188134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.31956204379561975	-0.37216997108094657	0.0	0.0
-1.0	-4.677894379188134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6805839416058389	-0.7443659953625296	0.0	0.0
-1.0	-4.677894379188134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6662043795620431	-0.7443659953625296	0.0	0.0
-1.0	-4.667452624803632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3378588807785875	-0.37216997108094657	0.0	0.0
-1.0	-4.667452624803632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	0.0	0.0
-1.0	-4.636730778177009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6665936739659365	-0.7443659953625296	1.0	1.0
-1.0	-4.6266849257385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0041362530413627	-1.1165620196441126	0.0	0.0
-1.0	-4.6167334019456066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.606874451808455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014014598540146486	0.0	0.0	0.0
-1.0	-4.587427493401473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.56833094977603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.549572415879842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014257907542578468	0.0	0.0	0.0
-1.0	-4.513022949237342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009537712895378558	0.0	0.0	0.0
-1.0	-4.5040791873242805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.477692027709939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.31907542579075304	-0.37216997108094657	0.0	0.0
-1.0	-4.477692027709939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009537712895378558	0.0	0.0	0.0
-1.0	-4.469040310300545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.460458648051773	-7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	1.0	1.0
-1.0	-4.4435010143291045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
-1.0	-4.426810441083369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	0.0	0.0
-1.0	-4.426810441083369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.418562699092284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.410378646863972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018783454987834413	0.0	0.0	0.0
-1.0	-4.3861989784004916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	1.0	1.0
-1.0	-4.3861989784004916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.362558678631619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.362558678631619	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.354794325245084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014257907542578468	0.0	1.0	0.0
-1.0	-4.339434208604101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	0.0	0.0
-1.0	-4.339434208604101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.331836832004997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	1.0	0.0
-1.0	-4.309366106933193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014014598540146486	0.0	0.0	0.0
-1.0	-4.309366106933193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.280127576849753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.265805338661299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.230824292074218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	0.0	0.0
-1.0	-4.223964530280741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
-1.0	-4.223964530280741	-7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	1.0	0.0
-1.0	-4.217148883016066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009537712895378558	0.0	0.0	0.0
-1.0	-4.203647687732795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	1.0	1.0
-1.0	-4.190316323312336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0233090024330878	-1.1165620196441126	1.0	0.0
-1.0	-4.164146364128532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6951581508515814	-0.7443659953625296	0.0	0.0
-1.0	-4.157703611782537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3378588807785875	-0.37216997108094657	0.0	0.0
-1.0	-4.151299788691337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	0.0	0.0
-1.0	-4.095342714233964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3475669099756687	-0.37216997108094657	0.0	0.0
-1.0	-4.095342714233964	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.077328181419298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6951581508515814	-0.7443659953625296	0.0	0.0
-1.0	-4.059614741284063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
-1.0	-4.036448146830494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0427493917274941	-1.1165620196441126	0.0	0.0
-1.0	-4.036448146830494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.036448146830494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.030734766432835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.0	-4.019399583546866	-10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
-1.0	-4.019399583546866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
-1.0	-4.013777132710167	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-4.013777132710167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004866180048661261	0.0	0.0	0.0
-1.0	-4.008184351936798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.5
-1.0	-4.008184351936798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.0	-4.002620929727873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.0	-3.997086559464431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3475912408759127	0.372196024281583	0.0	0.0
-1.0	-3.997086559464431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0427493917274941	-1.1165620196441126	0.0	0.0
-1.0	-3.9915809393060298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.31024330900243186	-0.37216997108094657	1.0	0.0
