pair_id	read_id	y_sim	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc	read_uid
NC_039553.1_15_525_9:0:0_9:0:0_1e76	NC_039553.1_15_525_9:0:0_9:0:0_1e76	0	150	13.0	NC_039553.1	15	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986486	0.985714	1	0.0	NC_039553.1_15_525_9:0:0_9:0:0_1e76/F
NC_039553.1_17_520_4:0:0_8:0:0_25c	NC_039553.1_17_520_4:0:0_8:0:0_25c	0	150	13.0	NC_039553.1	17	0	60	146M4S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	4	4	146	0.0	0.5	0	0.0	NC_039553.1_17_520_4:0:0_8:0:0_25c/F
NC_039553.1_18_522_8:0:0_9:0:0_c84	NC_039553.1_18_522_8:0:0_9:0:0_c84	0	150	13.0	NC_039553.1	18	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986486	0.985714	3	0.0	NC_039553.1_18_522_8:0:0_9:0:0_c84/F
NC_039553.1_18_593_8:0:0_3:0:0_eca	NC_039553.1_18_593_8:0:0_3:0:0_eca	0	150	13.0	NC_039553.1	18	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972211	0.971429	3	0.0	NC_039553.1_18_593_8:0:0_3:0:0_eca/F
NC_039553.1_18_482_5:0:0_7:0:0_1e4b	NC_039553.1_18_482_5:0:0_7:0:0_1e4b	0	150	13.0	NC_039553.1	18	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.98629	0.985714	3	0.0	NC_039553.1_18_482_5:0:0_7:0:0_1e4b/F
NC_039553.1_19_516_6:0:0_8:0:0_c1a	NC_039553.1_19_516_6:0:0_8:0:0_c1a	0	150	13.0	NC_039553.1	19	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	3	0.0	NC_039553.1_19_516_6:0:0_8:0:0_c1a/F
NC_039553.1_20_525_9:0:0_10:0:0_1b37	NC_039553.1_20_525_9:0:0_10:0:0_1b37	0	150	13.0	NC_039553.1	20	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972211	0.971429	0	0.0	NC_039553.1_20_525_9:0:0_10:0:0_1b37/F
NC_039553.1_21_560_10:0:0_9:0:0_169b	NC_039553.1_21_560_10:0:0_9:0:0_169b	0	150	13.0	NC_039553.1	21	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	1	0.0	NC_039553.1_21_560_10:0:0_9:0:0_169b/F
NC_039553.1_23_443_2:0:0_8:0:0_1909	NC_039553.1_23_443_2:0:0_8:0:0_1909	0	150	13.0	NC_039553.1	23	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986665	0.985714	0	0.0	NC_039553.1_23_443_2:0:0_8:0:0_1909/F
NC_039553.1_25_571_7:0:0_8:0:0_1932	NC_039553.1_25_571_7:0:0_8:0:0_1932	0	150	13.0	NC_039553.1	25	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.98629	0.985714	0	0.0	NC_039553.1_25_571_7:0:0_8:0:0_1932/F
NC_039553.1_28_536_8:0:0_5:0:0_1f82	NC_039553.1_28_536_8:0:0_5:0:0_1f82	0	150	13.0	NC_039553.1	28	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9863	0.985714	1	0.0	NC_039553.1_28_536_8:0:0_5:0:0_1f82/F
NC_039553.1_32_487_8:0:0_8:0:0_20f5	NC_039553.1_32_487_8:0:0_8:0:0_20f5	0	150	13.0	NC_039553.1	32	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.97258	0.971429	2	1.0	NC_039553.1_32_487_8:0:0_8:0:0_20f5/F
NC_039553.1_34_520_8:0:0_3:0:0_691	NC_039553.1_34_520_8:0:0_3:0:0_691	0	150	13.0	NC_039553.1	34	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_34_520_8:0:0_3:0:0_691/F
NC_039553.1_34_452_2:0:0_16:0:0_d95	NC_039553.1_34_452_2:0:0_16:0:0_d95	0	150	13.0	NC_039553.1	34	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	NC_039553.1_34_452_2:0:0_16:0:0_d95/F
NC_039553.1_35_574_7:0:0_8:0:0_2035	NC_039553.1_35_574_7:0:0_8:0:0_2035	0	150	13.0	NC_039553.1	35	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	1	0.0	NC_039553.1_35_574_7:0:0_8:0:0_2035/F
NC_039553.1_36_542_8:0:0_9:0:0_1c3d	NC_039553.1_36_542_8:0:0_9:0:0_1c3d	0	150	13.0	NC_039553.1	36	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986482	0.985714	0	0.0	NC_039553.1_36_542_8:0:0_9:0:0_1c3d/F
NC_039553.1_38_482_5:0:0_6:0:0_1022	NC_039553.1_38_482_5:0:0_6:0:0_1022	0	150	13.0	NC_039553.1	38	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	1	0.0	NC_039553.1_38_482_5:0:0_6:0:0_1022/F
NC_039553.1_39_591_8:0:0_6:0:0_2233	NC_039553.1_39_591_8:0:0_6:0:0_2233	0	150	13.0	NC_039553.1	39	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986838	0.985714	0	0.0	NC_039553.1_39_591_8:0:0_6:0:0_2233/F
NC_039553.1_41_525_6:0:0_11:0:0_45e	NC_039553.1_41_525_6:0:0_11:0:0_45e	0	150	13.0	NC_039553.1	41	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972963	0.971429	2	0.5	NC_039553.1_41_525_6:0:0_11:0:0_45e/F
NC_039553.1_43_423_11:0:0_5:0:0_12c2	NC_039553.1_43_423_11:0:0_5:0:0_12c2	0	150	13.0	NC_039553.1	43	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	0	0.0	NC_039553.1_43_423_11:0:0_5:0:0_12c2/F
NC_039553.1_44_580_4:0:0_8:0:0_977	NC_039553.1_44_580_4:0:0_8:0:0_977	0	150	13.0	NC_039553.1	44	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	NC_039553.1_44_580_4:0:0_8:0:0_977/F
NC_039553.1_48_505_7:0:0_13:0:0_54b	NC_039553.1_48_505_7:0:0_13:0:0_54b	0	150	13.0	NC_039553.1	48	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986482	0.985714	0	0.0	NC_039553.1_48_505_7:0:0_13:0:0_54b/F
NC_039553.1_48_553_10:0:0_6:0:0_5d2	NC_039553.1_48_553_10:0:0_6:0:0_5d2	0	150	13.0	NC_039553.1	48	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9863	0.985714	0	0.0	NC_039553.1_48_553_10:0:0_6:0:0_5d2/F
NC_039553.1_49_603_10:0:0_3:0:0_a2c	NC_039553.1_49_603_10:0:0_3:0:0_a2c	0	150	13.0	NC_039553.1	49	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986467	0.985714	0	0.0	NC_039553.1_49_603_10:0:0_3:0:0_a2c/F
NC_039553.1_49_630_10:0:0_10:0:0_19c9	NC_039553.1_49_630_10:0:0_10:0:0_19c9	0	150	13.0	NC_039553.1	49	0	53	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_49_630_10:0:0_10:0:0_19c9/F
NC_039553.1_51_572_3:0:0_4:0:0_1a7e	NC_039553.1_51_572_3:0:0_4:0:0_1a7e	0	150	13.0	NC_039553.1	51	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972222	0.971429	1	1.0	NC_039553.1_51_572_3:0:0_4:0:0_1a7e/F
NC_039553.1_53_545_8:0:0_11:0:0_237d	NC_039553.1_53_545_8:0:0_11:0:0_237d	0	150	13.0	NC_039553.1	53	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_53_545_8:0:0_11:0:0_237d/F
NC_039553.1_55_593_6:0:0_7:0:0_1a5	NC_039553.1_55_593_6:0:0_7:0:0_1a5	0	150	13.0	NC_039553.1	55	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_55_593_6:0:0_7:0:0_1a5/F
NC_039553.1_55_477_15:0:0_11:0:0_2408	NC_039553.1_55_477_15:0:0_11:0:0_2408	0	150	13.0	NC_039553.1	55	0	38	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.945159	0.942857	0	0.0	NC_039553.1_55_477_15:0:0_11:0:0_2408/F
NC_039553.1_57_508_7:0:0_5:0:0_2c	NC_039553.1_57_508_7:0:0_5:0:0_2c	0	150	13.0	NC_039553.1	57	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972963	0.971429	0	0.0	NC_039553.1_57_508_7:0:0_5:0:0_2c/F
NC_039553.1_59_610_11:0:0_13:0:0_299	NC_039553.1_59_610_11:0:0_13:0:0_299	0	150	13.0	NC_039553.1	59	0	60	131M19S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	19	19	131	1.0	1.0	0	0.0	NC_039553.1_59_610_11:0:0_13:0:0_299/F
NC_039553.1_59_571_5:0:0_6:0:0_675	NC_039553.1_59_571_5:0:0_6:0:0_675	0	150	13.0	NC_039553.1	59	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.958333	0.957143	0	0.0	NC_039553.1_59_571_5:0:0_6:0:0_675/F
NC_039553.1_62_589_7:0:0_8:0:0_f24	NC_039553.1_62_589_7:0:0_8:0:0_f24	0	150	13.0	NC_039553.1	62	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	1	1.0	NC_039553.1_62_589_7:0:0_8:0:0_f24/F
NC_039553.1_62_500_6:0:0_4:0:0_1b5e	NC_039553.1_62_500_6:0:0_4:0:0_1b5e	0	150	13.0	NC_039553.1	62	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	1	1.0	NC_039553.1_62_500_6:0:0_4:0:0_1b5e/F
NC_039553.1_63_532_12:0:0_9:0:0_807	NC_039553.1_63_532_12:0:0_9:0:0_807	0	150	13.0	NC_039553.1	63	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9863	0.985714	0	0.0	NC_039553.1_63_532_12:0:0_9:0:0_807/F
NC_039553.1_64_585_8:0:0_7:0:0_1e87	NC_039553.1_64_585_8:0:0_7:0:0_1e87	0	150	13.0	NC_039553.1	64	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_64_585_8:0:0_7:0:0_1e87/F
NC_039553.1_66_597_6:0:0_11:0:0_14ca	NC_039553.1_66_597_6:0:0_11:0:0_14ca	0	150	13.0	NC_039553.1	66	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	0	0.0	NC_039553.1_66_597_6:0:0_11:0:0_14ca/F
NC_039553.1_67_479_5:0:0_7:0:0_1539	NC_039553.1_67_479_5:0:0_7:0:0_1539	0	150	13.0	NC_039553.1	67	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.959445	0.957143	0	0.0	NC_039553.1_67_479_5:0:0_7:0:0_1539/F
NC_039553.1_67_566_8:0:0_8:0:0_22d5	NC_039553.1_67_566_8:0:0_8:0:0_22d5	0	150	13.0	NC_039553.1	67	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	0	0.0	NC_039553.1_67_566_8:0:0_8:0:0_22d5/F
NC_039553.1_68_584_6:0:0_7:0:0_3e1	NC_039553.1_68_584_6:0:0_7:0:0_3e1	0	150	13.0	NC_039553.1	68	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	1	1.0	NC_039553.1_68_584_6:0:0_7:0:0_3e1/F
NC_039553.1_68_556_5:0:0_4:0:0_499	NC_039553.1_68_556_5:0:0_4:0:0_499	0	150	13.0	NC_039553.1	68	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	0	0.0	NC_039553.1_68_556_5:0:0_4:0:0_499/F
NC_039553.1_68_606_5:0:0_9:0:0_24bb	NC_039553.1_68_606_5:0:0_9:0:0_24bb	0	150	13.0	NC_039553.1	68	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	1	1.0	NC_039553.1_68_606_5:0:0_9:0:0_24bb/F
NC_039553.1_70_555_6:0:0_4:0:0_49b	NC_039553.1_70_555_6:0:0_4:0:0_49b	0	150	13.0	NC_039553.1	70	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_70_555_6:0:0_4:0:0_49b/F
NC_039553.1_70_576_6:0:0_6:0:0_1b1a	NC_039553.1_70_576_6:0:0_6:0:0_1b1a	0	150	13.0	NC_039553.1	70	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	0	0.0	NC_039553.1_70_576_6:0:0_6:0:0_1b1a/F
NC_039553.1_71_588_8:0:0_5:0:0_414	NC_039553.1_71_588_8:0:0_5:0:0_414	0	150	13.0	NC_039553.1	71	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	0	0.0	NC_039553.1_71_588_8:0:0_5:0:0_414/F
NC_039553.1_74_552_7:0:0_8:0:0_b38	NC_039553.1_74_552_7:0:0_8:0:0_b38	0	150	13.0	NC_039553.1	74	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	1	1.0	NC_039553.1_74_552_7:0:0_8:0:0_b38/F
NC_039553.1_74_589_6:0:0_7:0:0_242a	NC_039553.1_74_589_6:0:0_7:0:0_242a	0	150	13.0	NC_039553.1	74	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.942857	0.942857	1	1.0	NC_039553.1_74_589_6:0:0_7:0:0_242a/F
NC_039553.1_75_568_9:0:0_6:0:0_b90	NC_039553.1_75_568_9:0:0_6:0:0_b90	0	150	13.0	NC_039553.1	75	0	56	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	NC_039553.1_75_568_9:0:0_6:0:0_b90/F
NC_039553.1_75_537_7:0:0_11:0:0_2116	NC_039553.1_75_537_7:0:0_11:0:0_2116	0	150	13.0	NC_039553.1	75	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	NC_039553.1_75_537_7:0:0_11:0:0_2116/F
NC_039553.1_76_674_4:0:0_12:0:0_2115	NC_039553.1_76_674_4:0:0_12:0:0_2115	0	150	13.0	NC_039553.1	76	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_76_674_4:0:0_12:0:0_2115/F
NC_039553.1_77_572_2:0:0_10:0:0_f56	NC_039553.1_77_572_2:0:0_10:0:0_f56	0	150	13.0	NC_039553.1	77	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	0	0.0	NC_039553.1_77_572_2:0:0_10:0:0_f56/F
NC_039553.1_79_661_9:0:0_8:0:0_2441	NC_039553.1_79_661_9:0:0_8:0:0_2441	0	150	13.0	NC_039553.1	79	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	NC_039553.1_79_661_9:0:0_8:0:0_2441/F
NC_039553.1_80_540_12:0:0_3:0:0_dc2	NC_039553.1_80_540_12:0:0_3:0:0_dc2	0	150	13.0	NC_039553.1	80	0	56	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	1	1.0	NC_039553.1_80_540_12:0:0_3:0:0_dc2/F
NC_039553.1_80_633_8:0:0_3:0:0_24cd	NC_039553.1_80_633_8:0:0_3:0:0_24cd	0	150	13.0	NC_039553.1	80	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	1	1.0	NC_039553.1_80_633_8:0:0_3:0:0_24cd/F
NC_039553.1_82_657_7:0:0_6:0:0_d05	NC_039553.1_82_657_7:0:0_6:0:0_d05	0	150	13.0	NC_039553.1	82	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.930556	0.928571	0	0.0	NC_039553.1_82_657_7:0:0_6:0:0_d05/F
NC_039553.1_89_578_7:0:0_6:0:0_18cf	NC_039553.1_89_578_7:0:0_6:0:0_18cf	0	150	13.0	NC_039553.1	89	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	NC_039553.1_89_578_7:0:0_6:0:0_18cf/F
NC_039553.1_90_584_5:0:0_3:0:0_21b3	NC_039553.1_90_584_5:0:0_3:0:0_21b3	0	150	13.0	NC_039553.1	90	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972963	0.971429	1	1.0	NC_039553.1_90_584_5:0:0_3:0:0_21b3/F
NC_039553.1_92_583_5:0:0_12:0:0_1ff2	NC_039553.1_92_583_5:0:0_12:0:0_1ff2	0	150	13.0	NC_039553.1	92	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	2	0.5	NC_039553.1_92_583_5:0:0_12:0:0_1ff2/F
NC_039553.1_97_517_6:0:0_4:0:0_1732	NC_039553.1_97_517_6:0:0_4:0:0_1732	0	150	13.0	NC_039553.1	97	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	0	0.0	NC_039553.1_97_517_6:0:0_4:0:0_1732/F
NC_039553.1_100_698_3:0:0_10:0:0_8a7	NC_039553.1_100_698_3:0:0_10:0:0_8a7	0	150	13.0	NC_039553.1	100	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.97258	0.971429	0	0.0	NC_039553.1_100_698_3:0:0_10:0:0_8a7/F
NC_039553.1_100_622_7:0:0_6:0:0_12db	NC_039553.1_100_622_7:0:0_6:0:0_12db	0	150	13.0	NC_039553.1	100	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	0	0.0	NC_039553.1_100_622_7:0:0_6:0:0_12db/F
NC_039553.1_100_546_11:0:0_5:0:0_1db9	NC_039553.1_100_546_11:0:0_5:0:0_1db9	0	150	13.0	NC_039553.1	100	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.958333	0.957143	0	0.0	NC_039553.1_100_546_11:0:0_5:0:0_1db9/F
NC_039553.1_101_634_7:0:0_6:0:0_bd5	NC_039553.1_101_634_7:0:0_6:0:0_bd5	0	150	13.0	NC_039553.1	101	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	0	0.0	NC_039553.1_101_634_7:0:0_6:0:0_bd5/F
NC_039553.1_101_638_10:0:0_10:0:0_1ebf	NC_039553.1_101_638_10:0:0_10:0:0_1ebf	0	150	13.0	NC_039553.1	101	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	NC_039553.1_101_638_10:0:0_10:0:0_1ebf/F
NC_039553.1_104_623_5:0:0_5:0:0_1bb1	NC_039553.1_104_623_5:0:0_5:0:0_1bb1	0	150	13.0	NC_039553.1	104	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.958317	0.957143	1	1.0	NC_039553.1_104_623_5:0:0_5:0:0_1bb1/F
NC_039553.1_105_616_7:0:0_9:0:0_1718	NC_039553.1_105_616_7:0:0_9:0:0_1718	0	150	13.0	NC_039553.1	105	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.944444	0.942857	0	0.0	NC_039553.1_105_616_7:0:0_9:0:0_1718/F
NC_039553.1_106_546_8:0:0_3:0:0_241a	NC_039553.1_106_546_8:0:0_3:0:0_241a	0	150	13.0	NC_039553.1	106	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_106_546_8:0:0_3:0:0_241a/F
NC_039553.1_107_578_7:0:0_8:0:0_35b	NC_039553.1_107_578_7:0:0_8:0:0_35b	0	150	13.0	NC_039553.1	107	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.98629	0.985714	0	0.0	NC_039553.1_107_578_7:0:0_8:0:0_35b/F
NC_039553.1_109_569_11:0:0_4:0:0_7ae	NC_039553.1_109_569_11:0:0_4:0:0_7ae	0	150	13.0	NC_039553.1	109	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_109_569_11:0:0_4:0:0_7ae/F
NC_039553.1_111_587_6:0:0_6:0:0_f08	NC_039553.1_111_587_6:0:0_6:0:0_f08	0	150	13.0	NC_039553.1	111	0	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	NC_039553.1_111_587_6:0:0_6:0:0_f08/F
